Seeds, random, policy, tree, code, tree 40 eps, tree 100 eps, tree 200 eps
250, -134.35354072682082, 261.0530593429777, 260.1986610378018, 260.1986610378018, -1.3605594284678801, 258.1264935235573, 254.63161481389017
502, -157.28122414456905, 257.67838956740775, -480.04415329549346, -480.04415329549346, 242.23916700236043, 255.53497719449786, 260.75690020701757
933, -271.3926284623053, 250.4556797217951, -68.4622436450392, -68.4622436450392, 267.7167705196757, 262.20614625891756, 254.6207589626356
251, -108.39420131831233, 254.89758027361069, -39.27941901433401, -39.27941901433401, 258.72614767332516, -41.91512309317335, 257.19641402499786
765, -267.6625910657126, 251.66191420650293, 212.3534631771098, 212.3534631771098, 255.94467366782393, 249.13628050273303, 249.56335932926982
841, -149.67831944019724, 246.7824382955572, 250.46834921115232, 250.46834921115232, 248.70356704784524, 247.48574933004903, 247.49416686220857
827, -472.96043012514184, 267.6381071190143, -575.2543922366572, -575.2543922366572, -663.6071293786583, -132.6640842325349, 43.46337194171542
407, -126.05105539824285, 225.8039890207922, 225.4077267534081, 225.4077267534081, 225.3607002038603, -19.60530876646466, 222.09862763644387
814, -263.6966384220967, 259.98379758609906, -443.9025813345737, -443.9025813345737, -11.230911090193814, 258.7823885520991, -26.12029040607507
521, -391.02617804169046, 248.95250351935525, 248.2454323054613, 248.2454323054613, 247.87630639668723, 249.94398418312556, 248.83821289884588
669, -66.26333636516968, 282.5050343264002, 222.0860353134837, 222.0860353134837, -150.4787256571896, 271.8652193818298, 30.80087896964551
550, -239.21122598831957, 266.13490502658226, -542.1786569412824, -542.1786569412824, -591.525361945299, 266.92867950649435, 270.45289737609056
662, -263.5949540524192, 273.5663052873658, -194.263663809722, -194.263663809722, -517.270997875692, 280.05386724527733, 281.8433918295908
677, -105.08391214932995, 282.9737309040528, -219.79257371512352, -219.79257371512352, 291.9983930641827, 282.8056076870073, 276.89708054003813
388, -128.0237869537426, 233.28244752451053, -621.9823155683669, -621.9823155683669, 233.08257721071624, 232.16263584431962, 234.01244018151783
468, -167.31843425877156, 25.357012215159656, -179.447583278693, -179.447583278693, -586.4568327840384, 8.83692543896575, 38.16087994228536
878, -250.85968569785666, 265.563427210944, 17.750757991327603, 17.750757991327603, 266.1545377928405, 251.29839678465362, 261.3503399996099
884, -238.1757636833271, 260.32745516526927, -243.43992118823002, -243.43992118823002, -568.016950748811, 204.05655241322182, 208.9046081744624
319, -229.77572478941227, -3.872290308981974, 32.67389304476069, 32.67389304476069, 304.846136873041, 279.2663139676796, 2.4451162121802668
183, -122.88747228056039, 237.4635284604724, -97.43609458834149, -97.43609458834149, 221.7700596042973, 237.23168267006866, 239.23858659530927
686, -318.22842664761174, 248.8997624384957, 184.86429578769554, 184.86429578769554, 233.40729288067683, 253.37141292283786, 251.20179817862547
326, -140.14332589679543, 259.68032764368377, 252.73463468297388, 252.73463468297388, 259.59496233019024, 260.6523205093224, 261.4912930490398
428, -232.1125736718857, 259.28872266614803, 254.68105721030705, 254.68105721030705, -22.90901469910405, 245.09412400516572, 263.00062153043245
967, -129.88501392030645, 248.5506988857057, -175.49364491405737, -175.49364491405737, 224.23090886997625, 250.54565670484675, 232.63706997294437
152, -356.2005259326603, 293.8878997457298, -637.0412423726897, -637.0412423726897, -352.86040245914563, 40.23574607101591, -7.866102851215004
530, -316.0265079874878, 286.4151845426313, -83.94519950833043, -83.94519950833043, 285.27666976500154, -31.556080616804536, 94.92938461194913
695, -281.81142713220004, 273.48501038486006, -172.02980347936938, -172.02980347936938, 272.04133836490166, 271.6690338053103, 270.46447438500627
657, -238.52794782320072, 225.0584594951305, -163.28530438371502, -163.28530438371502, 221.5016467104511, 227.2683038765592, 223.46388526934632
242, -295.98436796603835, 299.34381955238075, -347.7889391587647, -347.7889391587647, 225.57532655688183, 249.72396865229, 303.6589284904195
145, -211.0874670329323, 273.4152975387336, -93.29881133377924, -93.29881133377924, 63.53055324524104, 282.8488193846209, 42.65655957881171
281, -80.96862688564772, 245.31102235322018, 245.42392152627545, 245.42392152627545, 241.58427597340673, 241.29083615190189, 241.26104781679743
726, -153.92011966638287, 292.78035825974257, 47.606817282078595, 47.606817282078595, 295.1650274522681, -45.03582105716508, 57.432125239257005
930, -248.86312507506048, 264.85544572348977, 268.36204914479924, 268.36204914479924, -328.43678179296035, 276.1414714647639, 254.85227113459933
123, -122.75014610269963, 239.19050456014665, -25.65288076162163, -25.65288076162163, 219.88571053368983, -119.95985805181887, 237.2867122762123
384, -135.98923383460163, 249.15844780594992, 241.66770726542347, 241.66770726542347, 250.0502491096513, 248.24376860419562, 248.9169857232546
160, -158.79512940965282, 260.54214366033943, 169.8942805706661, 169.8942805706661, 260.8636756371891, 266.4251405902484, 267.1482048241551
141, -188.88649021144568, 232.31140324312062, -23.262331481935163, -23.262331481935163, 233.05474676225336, 233.944445033217, 232.58945062166293
643, -231.85080639400158, 277.7959141418581, 55.057184448121575, 55.057184448121575, 268.9606745771304, 278.05708794947924, 285.99082825801713
732, -216.88120424389106, 262.84887485359695, -93.50448525710108, -93.50448525710108, -556.6533518778684, 319.10515890068086, 56.96771623167649
234, -136.52320288390243, 288.2695544741539, -519.9407111156488, -519.9407111156488, -323.92035508542705, 282.6046534215252, 289.62674782323916
473, -191.2519808574339, 256.14454142942134, 249.58289020372334, 249.58289020372334, 245.12914378273987, 250.74467702948783, 252.21320548133693
968, -115.34846022916562, 249.90624139595164, -141.94468806589435, -141.94468806589435, 248.01835800534542, 260.4204474768276, 258.9904514782523
